,Date Created,Number of Likes,Source of Tweet,Tweets
546,2022-11-05 23:50:03+00:00,0,Twitter Web App,"Watch: Marjorie Taylor Greene lies about the debt ceiling and COVID-19 in under 30 seconds https://t.co/nuqE9pQZfg Isn't there anybody left in this nation, that is enough of a PATROIT, to SHUT GREENE UP PERMENTLY! Beware Trump Republicans, you are treading on VERY THIN GROUND!!!"
547,2022-11-05 23:50:03+00:00,0,Twitter for Android,@chrischirp Long covid seems to be the new bad back - everyone I know who has had covid (more or less everyone apart from my 86 year old mum and 89 year old father in law who have just gone about their business from day one) have been fine with it. Get out there and enjoy life.
548,2022-11-05 23:50:01+00:00,2,Twitter for iPhone,@DarnelSugarfoo I think this is the way they get people to take the “2 for 1” flu/Covid shot.
549,2022-11-05 23:50:00+00:00,3,Twitter for iPhone,"@DrNikvanHelsing @real_defender @POTUS The waning of the Covid response is creating jobs, not The Biden Clan."
550,2022-11-05 23:50:00+00:00,0,Buffer,"Some low poverty IL school districts slow to spend billions in COVID relief, BGA, Chalkbeat finds https://t.co/Fq6A0n1rl4"
551,2022-11-05 23:49:59+00:00,0,Twitter for Android,@POTUS What about comparing you're numbers with pre COVID... THINK DUDE.
552,2022-11-05 23:49:58+00:00,0,Twitter for iPad,COVID Smear Artists Want “Amnesty” For Their Lies https://t.co/YBXcY2T2rg via @YouTube
553,2022-11-05 23:49:55+00:00,0,Twitter for iPhone,'The Ingraham Angle' on COVID lockdown proponents asking for amnesty | Fox News https://t.co/pWbgJ5aAzM
554,2022-11-05 23:49:51+00:00,0,Twitter Web App,@HSELive https://t.co/rDPCMBFK6A The vaccinated are more likely to die of covid and are dying from the vaccine please share. These crimes need to stop.Our govt HSE  pharma are behind the lies
555,2022-11-05 23:49:50+00:00,0,Twitter for iPhone,"@PoliticsVerse @itsLisaaa2you2 Extremely sad that they are choosing to be so childish! They didn’t do this when Twitter was silencing Conservatives, Republicans or people who didn’t get the Covid vaccine! Hypocrisy is what this is! Two can play at that game!"
556,2022-11-05 23:49:50+00:00,0,SocialFlow,Divergences in life expectancy closely reﬂect covid­-vaccination patterns https://t.co/gOUp2HzX4e
557,2022-11-05 23:49:50+00:00,0,Twitter for Android,"@realweakblocker @ABDanielleSmith It seems the employer aligned with the Federal narrative
Tell me, how much did each business get to apply for covid subsidy?"
558,2022-11-05 23:49:49+00:00,0,Twitter for iPad,"@TheLuxeLux He has no party. He was a Covid disaster for seniors, he lied, they died, he could care less. He signed bail reform that the progressives wrote into law, whined they ran him out of office, resigned in shame. He picked Hochul, she’s another Cuomo disaster. I left most of it out."
559,2022-11-05 23:49:49+00:00,2,Twitter for iPhone,"Well gang, this semi retirement thing has been fun, but has been undone by Brexit, Covid, Putin and Truss. Can’t afford the mortgage anymore so have to go back to full time employment. Job search starts in the morning."
560,2022-11-05 23:49:47+00:00,0,Twitter for Android,"@JamesCleverly @Antonio_Tajani Security? @Conservative Governments have crushed the Social Contract. They don't provide security, they don't keep us safe &amp; they don't let us get on with lifes without hindrance. In fact they terrorise us, abuse us &amp; trick us to consent. 
Why should be keep our end of the deal?"
561,2022-11-05 23:49:43+00:00,0,Twitter for Android,"@bgmasters Who are you planning to shoot?

Do we need to alert law enforcement?"
562,2022-11-05 23:49:42+00:00,0,Twitter for iPhone,@krifnahal @Professor_Sn0w @PaulTassi @extectic I would think keeping the old system with $8 would of been the way to go. But idk 🤷🏻‍♂️ blue checks were parroting the same stuff that the media was for whatever side you were on in regards to Covid. Some of the things people were banned for ‘misinformation’ proved factual 2yr later
563,2022-11-05 23:49:41+00:00,0,WordPress.com,Real talk: Black families must prioritize protection from COVID-19 for young children https://t.co/jtnKKc74MN
564,2022-11-05 23:49:39+00:00,0,Twitter for iPhone,"They took people off organ transport lists, advocated they get kicked out of hospitals, froze bank accounts, kicked people out of their apartments, fired them from their jobs, and advocated they be placed on house arrest or shot.

No. We won’t be having “COVID Amnesty”. https://t.co/SfmsMHu4AM"
565,2022-11-05 23:49:38+00:00,0,WordPress.com,Study finds low absolute risk of glomerular disease relapse associated with COVID-19 vaccination https://t.co/gtfLJF9g7H
566,2022-11-05 23:49:37+00:00,0,Twitter for iPhone,@Wotadog1 @Danjsalt @CallumR1711 And again you say a workable majority with Boris. And what did they do? Absolutely nothing. Sure they passed covid regulations at the snap of the  fingers. Anything else? Nah. Migration?  Nah too hard.
567,2022-11-05 23:49:35+00:00,2,Twitter for Android,"Yo splat fans I need help I saw someone with jellyfish in their title. It was the last half. How the fuck do I get that, I can't find out how anywhere. I need it badly. #Splatoon3"
568,2022-11-05 23:49:32+00:00,2,Twitter for iPhone,@latimes I love how people wanna pick and choose when it’s their body it’s their choices. Sure is different when it comes to the Covid vaccine isn’t it? Can’t have it both ways. Democrats and they’re double standards.
569,2022-11-05 23:49:32+00:00,0,Twitter for iPhone,"If a few years of our kind of isolations/protections created the immunity debt hammering us now… wanna guess what happens to China?

China ought to abandon ‘zero covid.’ It isn’t working. https://t.co/a7djLzXRLv"
570,2022-11-05 23:49:29+00:00,0,Twitter Web App,@apmalong Sorry but you gotta be really gullible or in denial to believe that. Can't fix that for you other than to say go learn about the basics of virology or that everyone I know with LC developed it from getting covid while my community had the strictest stay at home order in effect
571,2022-11-05 23:49:28+00:00,0,Twitter Web App,"Is “infect everyone and hope for the best” going to be the blanket public health policy for all new viruses going forward?? Asking for 7.9 billion friends. 

#auspol #qldpol #nswpol #vicpol #COVID19 https://t.co/fzcg2k75Yi"
572,2022-11-05 23:49:27+00:00,1,Twitter Web App,"@republicanfarm1 @linwienke @derrickvanorden @pfaff4congress Basic in Farming, isolate the critters that are sick as not to sicken and kill the whole herd.

We had a shortage of health care workers, sick from tending to so many sick &amp; dying.

Not a fairy tale, My Family is among Wisconsin families that lost 14,000 Loved Ones to COVID."
573,2022-11-05 23:49:26+00:00,0,Twitter for iPhone,Thank you for this thoughtful explanation.  We appreciate this!  Wish more people understood! #CovidIsNotOver #COVID19 https://t.co/buRXs9wijL
574,2022-11-05 23:49:20+00:00,1,Twitter for Android,"@thatchrisankney @IMHO1969 @WHCOS Chlorine dioxide can be taken by injected, drank or inhaled. It is extremely safe when used properly and highly effective against covid"
575,2022-11-05 23:49:18+00:00,0,WordPress.com,"Pfizer, BioNTech say bivalent COVID-19 booster shot performs better against BA.5 omicron subvariant https://t.co/NzPkNBiNow"
576,2022-11-05 23:49:17+00:00,1,Twitter for iPhone,"@pazzazaz @patriciaczora Oh chest pain is anxiety, ‘brain fog’ menopause. They have drugs for those."
577,2022-11-05 23:49:16+00:00,0,Twitter for iPhone,@oliviahansen22 @AllireddXo @StaceySmithVIP It’s funny because I did good there yet I live in Boston and it’s been terrible since Covid hit. 🤷‍♀️
578,2022-11-05 23:49:13+00:00,0,Twitter for iPhone,@RobotRemorse Legit feel Covid killed in person play and local stores don’t have the support anymore especial down here in south Florida
579,2022-11-05 23:49:13+00:00,0,Twitter Web App,"COVID-19 has slowed down many economies around the world but as a Crypto business, does it affect you negatively or positively? What do you think?"
580,2022-11-05 23:49:13+00:00,3,Twitter Web App,"@DartOLish and elite said somehting aroudn the lines of ""this is why you get the zoop vaccine""  i was refering to the fact i never gottin the covid vaxx and jokign that i caught the zoop becuase of that"
581,2022-11-05 23:49:12+00:00,1,Twitter for iPhone,@PhenomenalKO @WrestleOps My question is if you got the flu why tf they let him wrestle sick like Covid ain’t happened 😂😂😂
582,2022-11-05 23:49:11+00:00,2,Twitter for iPad,"@harambe_fren @DoniForLiberty Totally agree.  He failed miserably on Covid and even today does not grasp the gravity of his failure.  He even hired Dr. Scott Atlas to review Fauci, yet disregarded Dr. Atlas and his complete book written on the matter."
583,2022-11-05 23:49:10+00:00,0,Twitter for iPhone,@POTUS Apologize for the awful economy the inflation. The betrayal of our afghan comrades. The majority of American covid deaths that occurred on your watch. Apologize for letting your crackhead son sell access while you get a cut.   Just resign.
584,2022-11-05 23:49:10+00:00,1,Twitter Web App,"@flowermusickids all communications with me are confidential outside of twitter.  I wish I could start the ball rolling now with an onslaught of lawsuits but I am imprisoned by poverty at the moment.  If you can spread this fundraiser also investment opps.
https://t.co/H1DgxQj0bv"
585,2022-11-05 23:49:09+00:00,0,Twitter for iPhone,@POTUS No they were jobs u took away from COVID
586,2022-11-05 23:49:08+00:00,22,Twitter for Android,"This is Trumpism by the medical establishment. Don't fall for it. 

Immunity Debt is bullshit. 
Immunocompromised by Covid is real. 

@lisa_iannattone 
@itosettiMD_MBA 
@nailatrahman
@YouAreLobbyLud 
@fitterhappierAJ 
@Drferremd 
@DrKyleLeePHD 
@dgurdasani1 
@TheAngryEpi"
587,2022-11-05 23:49:07+00:00,1,Twitter for iPhone,@nilikm Can we have real scientific proof please that masks work and that hospitals are full because of COVID? Can you prove that???
588,2022-11-05 23:49:06+00:00,0,Twitter Web App,@lynn_taylor503 Unjabbed people spread COVID.
589,2022-11-05 23:49:04+00:00,10,Twitter for Android,"School Closures Didn’t Reduce The Number Of Child COVID Deaths, Data Indicates
 https://t.co/GKHBFl2l6l"
590,2022-11-05 23:49:04+00:00,0,Twitter for Android,"@biggdirty01 @FTFonFS1 @Chris_Broussard I'm off these pawns &amp; puppets. They harass Kyrie re: this &amp; COVID, but pass Gruden, Rodgers, Djokavic, etc. Equal time &amp; treatment should be given. Fact over feelings, Pinocchio!"
591,2022-11-05 23:49:03+00:00,0,Twitter for iPhone,"@JLimHospMD It is very hard to convince vaccination in kids and adolescents: you know my kid got Covid, it was nothing, now flu is much less serious than Covid, so I think my kids will do fine with flu too. I can convince many! Many won’t see any physician in the fall to change their mind."
592,2022-11-05 23:49:02+00:00,1,Twitter for Android,@DouglasTS What a douche thing to say. Hiding with covid? Good lord.
593,2022-11-05 23:49:00+00:00,2,Twitter Web App,"@jsolomonReports John, prosecute for WHAT!  He worked for Trump, who screwed up covid and cost the lives of hundreds of thousands, made tens of millions sick."
594,2022-11-05 23:49:00+00:00,0,TweetDeck Web App,More updates abt covid in Shanghai. The big news this week is someone who was recently at Shanghai Disneyland tested positive https://t.co/DUlOZZFI05
595,2022-11-05 23:48:59+00:00,1,Twitter for iPhone,@ddale8 Trump increased the debt to nearly 8 trillion dollars.  Trump ignored Covid hundreds of thousands died because of it. Trump mucked up tariffs farmers had to be given billions of dollars worth of bailout. Increased tax on Americans thru 2027. Just to give tax breaks to billionaire
596,2022-11-05 23:48:58+00:00,0,Twitter for Android,"@greydrummer @Brad_Sly @9NewsMelb @MaggieRaworth I don't have an agenda, how has Dan Andrews actually impacted your life? Don't use covid that was unprecedented. 🤔🤔🤔🤔🤔🤔🤔"
597,2022-11-05 23:48:56+00:00,0,Twitter Web App,"@GeorgeTakei Mr. Takei, I have great respect for you but that RNA vaccine didn't work and in fact made people more susceptible to COVID."
598,2022-11-05 23:48:54+00:00,0,Twitter Web App,"@joshsternberg @MollyJongFast Great!  Hope you stay asymptomatic.  Be vigilant though and boost your immunity, because even asymptomatic people can become symptomatic with post-covid syndrome weeks to months later.  Good luck!"
599,2022-11-05 23:48:54+00:00,1,Twitter for iPhone,"Great Depression (R)
Black Monday (R)
Dot Com (R)
2008 collapse (R)
2018 Deregulates banks 
2019 bank Rescue 1st since 08
2020 covid crash 💥 boom
2022 - ? bill is due 2008- current

Notice a pattern in our economics
R = GOP https://t.co/B5EE29rcQu"
600,2022-11-05 23:48:52+00:00,0,Twitter for Android,@oldmanDerby @puck2dahead3 @MelissaJPeltier @controlpl4n3 @davidbadash And covid vax harm?
601,2022-11-05 23:48:52+00:00,0,Twitter for iPhone,@KenSycspng @LaughingTroll1 @jjclose @RepThomasMassie Covid vax didn’t show high % of vaccinated as unable to get virus transmitted to them- yet FDA approved it. Ran with it. Data for that was hurried and done done as completely as any other vax. Apply your same standards here.
602,2022-11-05 23:48:51+00:00,1,Twitter for Android,@Dr_Bipolar_27 @PastorAlexLove You leave Banana Joe out of this! Poor little guy has enough problems! 🤣
603,2022-11-05 23:48:51+00:00,0,Twitter for iPhone,@Melbourne_says Did you look up “pathetic sycophant”yet?
604,2022-11-05 23:48:51+00:00,1,Twitter Web App,"@GasIsTheNewCoal @KenGardner11 1. Doesn't matter when he isn't reducing the debt 
2. He did sign a bill to lower drug and insulin costs. Biden repealed it when he entered office. 
3. He did bring back manufacturing. Then covid happened. 
4. So border security is racist with Trump in charge but not Biden?"
605,2022-11-05 23:48:50+00:00,1,Twitter Web App,"Another random video of people speaking Shanghainese😂

Covid white guards protesting govt. not paying wages on time in Mandarin Chinese but the one who's filming/commenting were speaking Shanghainese...
 
https://t.co/NOIWaVHllX"
606,2022-11-05 23:48:49+00:00,3,Twitter Web App,"@ahandvanish I have had really great luck with brain inflammation long covid symptoms seeing a physical therapist using the ""counterstrain"" method and craniosacral therapy. She's drained and cleared my brain and other organs with near instant improvements in sympt. Sounds woowoo but *shrug*"
607,2022-11-05 23:48:48+00:00,1,Twitter Web App,"Long Covid and Fat Metabolism Mitochondrial Dysfunction: Getting Outside Might Be an Answer
https://t.co/gnMEGH9Odm"
608,2022-11-05 23:48:47+00:00,10,Twitter for iPhone,I got COVID for the 2nd time and am finally feeling okay enough to at least do more than sleep and listen to Audible. Started Beacon Pines 💜 Already in love. 😍I hope everyone is having a good weekend. 💕
609,2022-11-05 23:48:46+00:00,0,Twitter Web App,@RotundC @nomadicparamed1 @BarryCPearson @oneadds Oh I understand. They suck. And now you have ‘long COVID’ because they suck so bad. https://t.co/pB0DWAkucD
610,2022-11-05 23:48:45+00:00,0,Twitter for Android,"@captainwonkish @TakethatCt I have and... it's you guys who believed the lies, I haven't had one single dodgy covid vaccine."
611,2022-11-05 23:48:45+00:00,0,Twitter for Android,"@LachryFishingCo @Mayumi25857262 @PeterSweden7 At this point what difference does it make?  Damage is done, if there's damage.
The vaccine critics won't take the shots so why bother trying to convince them these excess deaths aren't in any way vaccine related? 
Excess morality is NOT Covid related is important to understand."
612,2022-11-05 23:48:42+00:00,0,StockTwits Web,"$BABA, $NIO and other Chinese stocks advance on reevaluation of strict covid policies  $TCEHY $LKNCY $JD https://t.co/5XKFb0UZoJ"
613,2022-11-05 23:48:42+00:00,1,Twitter for Android,"The narrative is that Carter died from the vaccine or solely drug use. They pulled the same tactic when Demi Lovato, who's been sober for years, was chronically ill with post Covid complications that she had to cancel her tour. https://t.co/dwL6FRyBCe"
614,2022-11-05 23:48:42+00:00,4,Twitter for Android,"@veryloudwoman @DaniParadis @KatyIngraham I live in hope.

I made a point of ordering take out from them when I could during the covid closures. I wanted so much to keep them going."
615,2022-11-05 23:48:41+00:00,1,Twitter Web App,@Athenas_Son_V This is why 2024 might be the return of traditional presidential elections- 2016 was the first election where Trump and Russian interference and insane divisiveness happened while 2020 was more traditional in some aspects but COVID kept DEMs off the trail.
616,2022-11-05 23:48:40+00:00,0,Twitter Web App,@WokeAznGirl @CNN Meanwhile you people released COVID.
617,2022-11-05 23:48:39+00:00,0,Twitter Web App,"Can't believe it, but I actually feel sorry for you.  If you can't see what's going on with COVID Vax, you are in denial.  Every vax'd person has a number on their forehead with their death date.  You obviously haven't lost anyone in your family from the vax.  I had 4 deaths. https://t.co/IZHqTG1DVK"
618,2022-11-05 23:48:39+00:00,0,Twitter Web App,@POTUS MORE LIES!  People who lost their jobs during Covid coming back
619,2022-11-05 23:48:38+00:00,0,Twitter Web App,"We can only hope that after Tuesday Republicans complete their plans to bring a day of reckoning to the Covid tyrants.
https://t.co/ulA5EMrL4W"
620,2022-11-05 23:48:38+00:00,0,Twitter for iPad,@PearsonSharp @ABridgen In the US there’s a very strong correlation between excess deaths (above 2019 levels) and Covid deaths. When vaccinations came out in Spring of 2021 excess deaths briefly dropped to near zero. https://t.co/hZ6Y1QeNfk
621,2022-11-05 23:48:35+00:00,2,Twitter for iPhone,@kayleighmcenany The family that took over a million dollars in PPP loans that were forgiven? The family that were already millionaires? Did they use your influence to get those loans? Was it for a roofing business?  I was wondering how that business was impacted by Covid??
622,2022-11-05 23:48:32+00:00,0,Twitter for Android,@elonmusk trade you these bad boys for a Tesla. You'll get a coin in like 5 years if you're lucky.
623,2022-11-05 23:48:32+00:00,1,Twitter for iPad,"@danaparish @kprather88 @JimRosenthal4 @PPEtoheros @sri_srikrishna @LazarusLong13 @BarryHunt008 @DrEricDing @jvipondmd @joaquinlife No idea, their current default is they only do rapids and that they don’t swab throats for Covid. I even stated cases where nasal is routinely false negative but throat was positive. This is a major hospital system urgent care we have always gone to and trusted. It’s depressing."
624,2022-11-05 23:48:29+00:00,0,Twitter for iPhone,@BernieSanders You mean you????? How much did you make off the covid jab????
625,2022-11-05 23:48:27+00:00,0,Twitter for iPhone,"@CDCgov The flu is worse yet we don’t push the vaccination to kids but for Covid we do, please make some sense"
626,2022-11-05 23:48:24+00:00,1,Twitter for iPhone,@the_actualaaron @JDavidSchneider @RealCandaceO It’s rather exhausting to have to explain everything . But please do look up all the difficulty with the MRNA before (Covid ) being allowed to ever be under the name vaccine because it is gene therapy . And wham it get passed for Covid . It is not a vaccine.
627,2022-11-05 23:48:24+00:00,0,Twitter for iPhone,"@BenCarlisleLaw Inflation started after they started COVID jabs, let that sink in 😂"
628,2022-11-05 23:48:24+00:00,1,Twitter for iPhone,@lesstenny Covid castle on the sea with about 5000 bogans? No thanks.
629,2022-11-05 23:48:23+00:00,1,Twitter for iPhone,"@Acyn Family Feud top three answers:
1. Getting your hand repeatedly slammed in a car door.
2. Picnic at the lake fish cleaning station.
3. Long Covid"
630,2022-11-05 23:48:23+00:00,0,Twitter for iPhone,"Covid taught us how important governors are. 
Make sure you elect Republican governors so they can never close your state down again! 
#Vote #red"
631,2022-11-05 23:48:23+00:00,0,Twitter for Mac,"@JonathanKeller No way, man. The meta-narrative that guy was selling was “The vaccines were a Trojan Horse to take away all our rights.” Now that the threat from COVID is basically over, what rights have been taken away or not restored that we had pre-COVID?"
632,2022-11-05 23:48:22+00:00,0,Twitter Web App,"They lied; locked you down; and people died.  USA deaths from covid were also grossly inflated.
https://t.co/PYsCFr382H"
633,2022-11-05 23:48:22+00:00,1,Twitter for Android,"Every morning, I wake up with a couple of sneezes and a scratchy throat and always think, ""This is it, it's covid, I won't be able to go to Sunggyu's fanmeet."" And then I test negative and remember I have allergic rhinitis. 🙄 https://t.co/96SyaJrwk6"
634,2022-11-05 23:48:22+00:00,0,Twitter for iPhone,@marklevinshow @RayMaloney7 The most I ever paid for groceries was under Trump during covid.
635,2022-11-05 23:48:22+00:00,10,Twitter Web App,"@pebbles_splash Dreadful ignorance from some practitioners. Would love to see @RACGPPresident &amp; @RACGP do more to promote greater awareness of Covid's airborne transmission. Think of the pen/counter-wiping time it would save (+ lives/health) if N95s worn, windows opened (where poss.) &amp; ran HEPA."
636,2022-11-05 23:48:20+00:00,0,Twitter for iPhone,"@mauveTriforce @betterdays890 @tristan_hainey I’m never said anything about comparing it to covid deaths, but yes, you are right , the numbers of vaccine injured even that we know about at this early stage, and even considering the unreported is huge. That’s the topic here,  not covid fatalities. Stay on point."
637,2022-11-05 23:48:20+00:00,0,Twitter Web App,"@evie_twts @elonmusk Ahh, Australia. The place that locked up COVID patients in concentration camps. Have a nice time!"
638,2022-11-05 23:48:19+00:00,10,Twitter Web App,"Did we really even need to shut down because of Covid???
Look at the numbers, the same number of people have died from Covid this year, same as last year, and same as 2020, how can this be??  We have all this data now, a Vaccine, but no one is pushing the numbers anymore?"
639,2022-11-05 23:48:19+00:00,3,Twitter Web App,@AvonandsomerRob That was my exact excuse for not getting the covid 'vaccine'.
640,2022-11-05 23:48:19+00:00,0,Twitter for Android,"@DaDerpCat @ConnorMong1 @Jonnypnuemonic @POTUS Google it? While Biden is bragging about reducing the deficit by $1.4t (which is mostly due to expiring Covid relief), the deficit is still about $1t. As your granddummy would say, ""Google it"""
641,2022-11-05 23:48:17+00:00,15,Twitter Web App,"@GBNEWS Oh it was fine to use it as an issue when attacking covid measures or defending Boris Johnson, but I see we’re back to business as usual. https://t.co/6TjCfuuXGn"
642,2022-11-05 23:48:16+00:00,0,Twitter for Android,"@Southern_Fear @sentienthicke @DecorumManager 4 weeks minimum is insane to me. I do remember always working my ass off in August when they were all on ""holiday""! Original discussion was about covid sick days though. If you want to miss work every time you test positive but have no symptoms that is strange to me 2 years in."
643,2022-11-05 23:48:15+00:00,0,Twitter for Android,"Medical Profession urged to tell Women the truth about Dangers of Covid Vaccination during Pregnancy

https://t.co/rWfdsmPBBG https://t.co/kPv1cvmUNt"
644,2022-11-05 23:48:15+00:00,2,Twitter for iPhone,@PhilaUnion Y’all still had covid?
645,2022-11-05 23:48:12+00:00,1,Twitter for iPhone,"@RepThomasMassie I am fine with you not taking  vaccines if you stay in your home, forego any public-supported healthcare and put signs on your house that you are not vaccinated and could spread polio, whooping cough, COVID, influenza, smallpox, TB and diphtheria among other diseases."
646,2022-11-05 23:48:10+00:00,0,Twitter Web App,"#XAFamStories playing sessions in couch coop with my best friend who is like family to me. back in the day completing games such as these on the og Xbox: Conflict desert storm 2, Pariah, Halo 2, sniper elite, unreal 2. recently covid hindered things but still have online https://t.co/sRDTS1BcCn"
647,2022-11-05 23:48:10+00:00,0,Twitter for iPhone,So y’all just forgot Covid existed? 😂😂😂😂I knew that shit was fake https://t.co/KK4ZlooCX4
648,2022-11-05 23:48:06+00:00,14,Twitter for iPhone,"@MainStreetMuse @kaveri59872487 As awful as trump was, Biden also downplays it, and leaders in pretty much everywhere (except China) have “moved on” to treating it like the common cold. Here in NZ, where we were once exemplary, nobody bothers anymore. Schools don’t notify of COVID cases or anything"
649,2022-11-05 23:48:06+00:00,3,Twitter Web App,@Feisty_Waters Was at the pharmacy getting a prescription and the place was packed with people getting their covid boosters/flu shot.  Made me happy.
650,2022-11-05 23:48:05+00:00,0,Twitter for iPhone,"How Exercise Could Make Your COVID Vaccine More Effective - Parade: Entertainment, Recipes, Health, Life, Holidays https://t.co/oVrw7xlfqC"
651,2022-11-05 23:48:05+00:00,0,Twitter for iPhone,"@keepemhonest2 @RobSchneider @RonDeSantisFL Sorry Andrew, do not try to spin this, it is all about your claim that 82k died from Covid in FLA, that’s the BS, nothing else nothing more"
652,2022-11-05 23:48:04+00:00,0,Twitter for iPhone,"As a new wave of COVID looms, workers are still choosing to turn up for work sick https://t.co/mqrfmLNAXR"
653,2022-11-05 23:48:02+00:00,0,Twitter for iPhone,Fab thread on covid action and education 👇🏽👇🏽👇🏽👏🏽👏🏽👏🏽 https://t.co/UvnYMCPuvt
654,2022-11-05 23:48:01+00:00,2,Twitter Web App,Covid is still here and very serious. Please please read. For your own health. https://t.co/o8f7i4Etvz
655,2022-11-05 23:48:00+00:00,0,Twitter Web App,"@AdamKinzinger I don't think Musk will suspend anyone for opinions, unlike people suspended for saying COVID was a lab accident or Hunter Biden is at least as corrupt as the adult Trump children."
656,2022-11-05 23:47:59+00:00,0,Twitter Web App,@MarcMillerVM Sweet- now do covid lockdowns and the charter!
657,2022-11-05 23:47:59+00:00,5,Twitter Web App,"As much as Dan has fucked us with COVID, watching the hack pack stand there in stony silence when he asks ""What's the point of this?"" is priceless https://t.co/4A1odBzyno"
658,2022-11-05 23:47:59+00:00,0,Twitter for Android,"@CTVNews Shelves are empty when it come to children's medicines. They all have to seek medical help elsewhere. It's as though this was once again manufactured for the ability for the Canadian Government to inject the children, especially with such a low turnout for covid vaccinations."
659,2022-11-05 23:47:58+00:00,0,WordPress.com,Strike action “another dagger” for small businesses paralyzed by Covid https://t.co/RaXaKKvBMG
660,2022-11-05 23:47:57+00:00,0,WordPress.com,"Greece well-placed to co-exist with Covid, health minister says https://t.co/a9PadgW2WP"
661,2022-11-05 23:47:54+00:00,0,Twitter for iPhone,@MikeGrimala The UNLV receivers couldn’t catch COVID at a superspreader event…. Dropping everything.
662,2022-11-05 23:47:54+00:00,0,Twitter Web App,@SirMeowMusic It seems derealization is a result of trauma or at least prolonged traumatic levels of stress.  My episodes began as Trump started gutting medicaid and my two jobs in tennesee were not enough to survive.  Then Covid.  I am still having episodes and learning to manage/prevent them
663,2022-11-05 23:47:54+00:00,4,Twitter for iPhone,This Texas defense plays 10 yards off every player like they’re afraid to get covid off them in coverage. How is this still a problem after 2 weeks off? How do you lose Vaughn? #longhorns
664,2022-11-05 23:47:53+00:00,60,Twitter for iPhone,"Let me add some data to that Covid amnesty discussion —

“The year-over-year increase in the U.S. murder rate in 2020 was the largest since at least 1905 – and possibly ever” https://t.co/o119bqI4eI https://t.co/kqcn86ly9Y"
665,2022-11-05 23:47:53+00:00,0,Twitter for iPhone,@POTUS Jobs lost during COVID and being filled again isn’t “jobs added”. Your progressive sycophants who do your tweets are tiring us with their BS false info barrage during this election season.
666,2022-11-05 23:47:53+00:00,2,Twitter for iPhone,@GDoodson @Starmer_kneel @JamesMelville I turned down 3 of the 5 grants I was offered during covid because I’m an honest man. Should have took the lot but I didn’t. The day we sign up to digital money we are fucked. Sometimes I do a job &amp; have to wait (on edge) to be paid via bank transfer etc. I don’t with cash.
667,2022-11-05 23:47:53+00:00,5,Twitter for iPhone,@MCCCANM Two key takeaways. Masks didn’t stop Covid. People will lie to claim that masks stop Covid.
668,2022-11-05 23:47:52+00:00,2,Twitter for Android,"@tommyinboots @amberying That's ok, thanks anyway!"
669,2022-11-05 23:47:51+00:00,0,Twitter for iPad,@EnvHamilton The fix was in at the start of last term. Covid derailed Doug’s plan. His *supporters* are ravenous for the spoils they were promised for their *support*. It’s a giant circle jerk. https://t.co/yr9dLpk1cf
670,2022-11-05 23:47:50+00:00,2,Twitter for Android,"@Bikers4Ukraine Tell him to lick each round before firing. 
If the bullet doesn't kill them the CoVid will."
671,2022-11-05 23:47:50+00:00,0,Twitter for iPhone,Covid Round Three
672,2022-11-05 23:47:49+00:00,0,Twitter Web App,"@cycling_lunatic @QueensGoldBees @v12farmcat @covid_parent Wrong, HE made the decision to stop the case going to court. But nice try. 
My god you are a schill. Are you on payroll?"
673,2022-11-05 23:47:49+00:00,0,Twitter for iPhone,@TudorDixon @gretchenwhitmer As an essential worker during COVID there was no thank you . Just long hours and a company that forced you to get vaccinated or get fired .
674,2022-11-05 23:47:48+00:00,0,Twitter Web App,"@POTUS My baloney has a first name.... 

These are jobs that are being back filled due to the shutdown during COVID."
675,2022-11-05 23:47:47+00:00,0,Twitter Web App,"966th day into Alert Level 1 quarantine: 36.2°C body temperature, 97% SpO2, 71 BPM pulse, 117/71 BP (7:45 AM) 

#TemperatureTwiceDaily to detect #fever , symptom of #COVID19 #coronavirus"
676,2022-11-05 23:47:44+00:00,2,Twitter Web App,"@morethanmySLE @DrEricDing I worked with CDC in the early 90's infectious disease at a DPH, ditto to what @morethanmySLE said. I have been masking ever since they told us NOT TO for Covid because of an N95 shortage. F the CDC ---&gt;Seriously."
677,2022-11-05 23:47:43+00:00,1,Twitter Web App,"@SparkyBru @Martino11Mary I'm so sorry, it is so terrible what they did to families during the Covid Cheating Scandal...
It is wrong what they did to your uncle and family, a veteran that fought for our country to be put through that it's so wrong...😥"
678,2022-11-05 23:47:43+00:00,3,Twitter for Android,"@JohannesTEvans And I understand that intimately, as an adult who is still mostly closeted in a red state, never having a chance to find that offline community before COVID hit. I know that pain they haven't identified in themselves yet. But I don't shit on other queer people over it, either."
679,2022-11-05 23:47:42+00:00,0,Twitter for iPad,"@fionakennyantiq @acoyne I wonder how much Coyne war mongering Syria war, IDF child torture &amp;kill boss cover up Thompson made on covid &amp;3 families Bronfman &amp; Thompson &amp; Irving 250 billion as t billionaire of ZOG lies about their fortune &gt; 150 billion foundations &gt;family doctors etc. failed &gt;surplus"
680,2022-11-05 23:47:40+00:00,0,Twitter for iPhone,@mahoghanyxo What about joint breathe?? Lmaoo or is that the same?
